area,rooms,bathrooms,parking_spaces,title,neighbourhood_city,street,sell_value
85 m²,2,2,2,"Apartamento padrão, Bairro Jardim Paulista, (Zona Leste), Ribeirão Preto/SP: - 2 dormitórios com armários embutidos, sendo 1 suíte; - Banheiro social; - Sala para 2 ambientes; - Varanda; - Cozinha com armários embutidos; - Lavanderia com armários embutidos; - 02 vagas de garagem. Seja para vender, alugar ou adquirir seu imóvel entre em contato com a Piramid Imóveis, a sua imobiliária em Ribeirão. ref. 207068 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 480.000
50 m²,,2,1,"Sala comercial, Bairro Nova Riberânia, (Zona Leste), em Ribeirão Preto/SP; - Sala comercial com 49,79m²; - 02 Banheiros; - Copa; - 01 Vaga de garagem coberta. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 83012 atualizado em 05/12.","Nova Ribeirânia, Ribeirão Preto",,R$ 270.000
49 m²,1,1,1,"Apartamento padrão, Bairro Jardim Paulista, (Zona Leste), em Ribeirão Preto/SP: - 1 dormitório com armário embutido; - Banheiro social; - Sala para 2 ambientes; - Sacada; - Cozinha com armários embutidos; - Lavanderia; - 1 vaga de garagem. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 86996 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 210.000
43 m²,2,1,1,"Apartamento com 43,75 m², piso frio, próximo a Avenida Luzitana. 02 dormitórios; wc social com box de vidro; sala; cozinha com gabinete; área de serviço; 01 vaga de garagem coberta. Condomínio com salão de festas, área de churrasco, quadra poliesportiva, playground, portão eletrônico, interfone e portaria 24 horas e acesso com TAG. Valor do condomínio variável, sujeito a alterações sem aviso prévio. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Parque Ribeirão Preto, Ribeirão Preto",,R$ 115.000
58 m²,2,1,1,"Apartamento térreo com quintal, localizado no Parque Ribeirão Preto, com 57,64 m², possui 02 dormitórios, wc social com box blindex, sala 02, cozinha, área de serviço, quintal coberto com churrasqueira, e 01 vaga de garagem coberta. Condomínio com 13 torres de 04 andares; 08 aptos por andar; área de churrasco; playground; espaço fitness; quadra de futebol; portão eletrônico; interfone; câmeras de segurança; cerca elétrica e portaria 24 horas. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra, sem qualquer custo. -","Parque Ribeirão Preto, Ribeirão Preto",,R$ 181.000
133 m²,3,4,2,"___ Pré Lançamento ___ 3 suítes, lavabo, sala para 2 ambientes integrada a varanda gourmet com acesso a cozinha, lavanderia, 2 vagas de garagem. * Consulte tabela de vendas. Previsão de entrega: Setembro de 2024. Fotos. ref. 189359 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 966.846
61 m²,2,2,1,"Apartamento padrão, Bairro Sumarezinho, (Zona Oeste), em Ribeirão Preto/SP: - 2 dormitórios, sendo 1 suíte; - Banheiro social; - Sala para 2 ambientes; - Varanda gourmet; - Cozinha; - Área de serviço; - 1 vaga ampla para carro/e moto. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 210386 atualizado em 05/12.","Sumarezinho, Ribeirão Preto",,R$ 276.000
121 m²,3,4,2,"Apartamento com 3 dormitórios no bairro Jardim Nova Aliança - Ribeirão Preto - Venda - 121 m². Características do Apartamento com 3 dormitórios no bairro Jardim Nova Aliança - Ribeirão Preto - Venda - 121 m². - 3 suítes - 4 banheiros - 1 sala - 1 cozinha - 1 lavanderia - 1 varanda gourmet - 2 vagas de garagem Para mais informações sobre o imóvel entre em contato com a Dinardi: Whatsapp: Faça já sua visita: Imobiliária Dinardi - Imóveis em Ribeirão Preto Rua Nélio Guimarães, 1526 Jardim São Luís - Ribeirão Preto, SP. Venha, entre e sinta-se em casa! www.imobiliariadinardi.com.br -","Nova Aliança, Ribeirão Preto",,R$ 769.000
83 m²,1,1,1,"Excelente Localização, Próximo a Barão do Bananal, Térreo, Sala Ampla 2 Ambientes, 2 Domitórios, 1 Suíte, 1 Banheiro Social, 1 Vaga de Garagem, Quintal, Sem Portaria. ( Apartamento entregue sem armários. ref. 8923 atualizado em 05/12.","Jardim Itaporã, Ribeirão Preto",,R$ 190.000
115 m²,3,4,2,"Ótima Localização, Apartamento 3 Suítes, Lavabo, Ampla Sala, Cozinha, Área De Serviços, Sacada, 2 Vagas De Garagens. *Edifício Recém Entregue, Fino Acabamento* *Condomínio Com Lazer Completo* *Próximo Ao parque. ref. 7352 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 705.000
490 m²,,,,Excelente terreno de 490 M2 no Condomínio Villa de Buenos Aires.,"Bonfim Paulista, Ribeirão Preto",,R$ 870.000
183 m²,3,2,2,"Casa à Venda, 183m² por R$ 450.000. Sumarezinho - Ribeirão Preto/SP Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Ricardo Cione Imóveis! Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Ricardo Cione Imóveis entrará em contato para confirmar interesse e agendar uma visita. Se quiser reforçar o interesse, é só mandar mensagem para o número anunciado ao lado para ser encaminhado à imobiliária. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. Confira mais sobre o imóvel da Ricardo Cione Imóveis: Excelente imóvel no Sumarezinho; Região Sudeste de Ribeirão Preto; Localizada no melhor setor do Bairro; Ótimo estado de conservação; Ótima Estrutura, arejada, de frente a praça central do bairro, excelente vizinhança, lugar muito tranquilo, fácil acesso para as principais avenidas da cidade, perto de tudo que você precisa no dia a dia: supermercados, farmácias, varejões, postos de combustíveis, bancos, feira livre, ótimas lanchonetes, etc, etc. Além de ótimos cômodos internos ainda conta com uma bela edícula com banheiro, dormitório e churrasqueira; Proprietários estudam a possibilidade de financiamento.","Sumarezinho, Ribeirão Preto",Praça Anacleto Bianchi,R$ 450.000
128 m²,3,4,2,"Apartamento no Edifício Gran Ville - Jardim Paulista Área útil: 128 m² Apartamento com vista permanente - Sendo 3 suítes - Lavabo - sala 2 ambientes - cozinha planejada e integrada a varanda gourmet - área de serviço - sacada gourmet espaçosa com churrasqueira e toda fechada em vidros - rico em armários - 2 vagas de garagem. Condomínio com portaria 24 horas e lazer: salão de festas, academia, área de churrasco e piscina. Excelente localização, no coração do Jardim Paulista, à 4 quadras da Av Treze de Maio, fácil acesso à Av Pres Castelo Branco, á 5 minutos do Novo Shopping, Shopping Santa Úrsula, Barão de Mauá, Ateneu Barão de Mauá, UPA, Vila Sucreê, A Predileta, Moronguetá, Savegnago, Varejão Cenourão, Colégio Castelo, Colégio Cecília Meirelles, bancos, farmácia, academia, bares e restaurantes, pizzaria, posto de combustível. Agende já uma visita com um dos nossos consultores.","Jardim Paulista, Ribeirão Preto",,R$ 790.000
75 m²,2,2,2,"Esse lindo AP em condomínio privilegiado, com toda estrutura para você se sua família no Jardim Botânico. Lazer completo e localização privilegiada conta com 2 vagas de garagem. Uma ampla sala que pode ser convertido em um terceiro dormitório. Hoje está com layout de 2 dormitórios, sendo 1 suíte. Ambientes já com armários. Fale com um de nossos consultores e saiba mais: ou Whatsapp ou ) ''Obs.: Valores de IPTU e Condomínio, sujeitos a alteração sem aviso prévio. Quantidade de Vagas de garagem devem ser conferidas pelo cliente interessado -","Jardim Botânico, Ribeirão Preto",,R$ 469.000
116 m²,3,3,2,"Apartamento no bairro Nova Aliança em Ribeirão Preto, próximo a academias, padarias, restaurantes, entre outros atrativos como Ribeirão Shopping, Novo Mercadao da Cidade, Parque das Artes, Shopping Iguatemi Colégio Liceu Albert Sabin. Bairro aconchegante que oferece tudo que você precisa, estando com a planta configurada em: 03 dormitórios, sendo uma suíte, quartos completo em armários, sala 02 ambientes integrado a varanda gourmet, com vista livre, cozinha rica em armários, 01 lavabo, área de serviço, 01 banheiro de empregada. O Edifico possui 02 vagas de garagem, portaria 24 horas. -","Nova Aliança, Ribeirão Preto",Rua José Saretta,R$ 600.000
160 m²,,,,"Terreno com 160 m², 8 metros de frente por 20 metros aos fundos, Ótima localização, próximo a Rodovia Alexandre Balbo. -","Parque das Oliveiras, Ribeirão Preto",,R$ 118.000
64 m²,1,2,2,"Loft c/ 1 suíte c/ AE, lavabo, sala 2 ambientes, cozinha planejada, AS, 2 vagas de garagem. Semi - . ref. 165335 atualizado em 05/12.","Jardim Palma Travassos, Ribeirão Preto",,R$ 350.000
300 m²,,,,"Excelente Terreno em Condomínio Vivendas da Mata - 300m² - Plano - Ilha - Pronto para Construir - Área de Lazer Completa *** Ótima Oportunidade *** Ligue agora e agende sua visita !!! Ref.: TE0761 Trabalhamos com as Garantias Locatícias: Velo (Cartão de Crédito), Seguro Fiança, Fiador, Título de Capitalização. A ROSSINI IMÓVEIS atua no mercado imobiliário oferecendo as melhores oportunidades para você encontrar o imóvel que procura. Somos especialistas na venda e locação, prestamos toda assessoria necessária para realização de uma transação segura e tranquila, com acompanhamento jurídico e operacional de qualidade.","Portal da Mata, Ribeirão Preto",Rua Alceu Vicente Rondinoni,R$ 268.000
105 m²,3,2,2,"Apartamento em ótima localização, 3 dormitórios com armários sendo 1 suíte, sala ampla com sacada, cozinha com armários, área de serviços com banheiro e 2 vagas de. ref. 188117 atualizado em 05/12.","Jardim Palma Travassos, Ribeirão Preto",,R$ 370.000
93 m²,3,2,1,"Apartamento para vender ou alugar no Jardim Paulistano com 03 dormitórios. Com 92,98 m2 de área privativa e apartamento esta voltado para a nascente, além de mais silencioso; surpreendentemente fresco para os padrões de Ribeirão. Pela localização do prédio, o ar flui de tal forma pelo imóvel que a temperatura de todos os ambientes é bastante agradável; 3 dormitórios sendo 01 suíte, sala com dois ambientes, ótimos armários em todos os quartos (dois no de casal) e na cozinha, além de um no corredor. uma vaga coberta na garagem; edifício muito bem cuidado e limpo. -","Jardim Paulistano, Ribeirão Preto",Rua Guarujá,R$ 390.000
37 m²,1,1,1,"Ótima Localização, Próximo a Unip, Apartamento Mobiliado, 1 Dormitório Suíte, Sala, Cozinha, Área De Serviços, 1 vaga de Garagem, *Rico Em Armários, Ar Condicionado, Iluminação, Decoração, Box, Blindex, Ventilador* *Mobiliado Com Televisão, Cama, Mesa, Fogão, Mesa De Estudos, Geladeira, Microondas* *Área de Lazer , Piscina, Salão De Festa e Portaria 24. ref. 2430 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 175.000
46 m²,2,1,1,"Excelente apartamento 46m² no condomínio Residencial Recanto Lagoinha. O imóvel conta com 2 dormitórios sendo 1 deles com ar-condicionado, sala 2 ambientes, banheiro social, cozinha planejada estilo americana, área de serviço, 1 vaga de garagem apartamento térreo, único morador. O condomínio conta com total segurança, portaria 24h, lazer com playground, quadra poliesportiva, academia ao ar livre, área gourmet com churrasqueira, além de uma localização impecável, próximo ao Tonin Super atacado, farmácias, SESI, AV. Castelo Branco, de fácil acesso as principais avenidas e rodovias da cidade. Valor de IPTU: R$ 50,10 (VALOR SUJEITO A ALTERAÇÃO SEM AVISO PRÉVIO). Valor de Condomínio: R$ 252,00 (VALOR SUJEITO A ALTERAÇÃO SEM AVISO PRÉVIO). Fale conosco: -","Ribeirânia, Ribeirão Preto",Avenida Leão XIII,R$ 183.000
65 m²,3,1,1,"Apartamento em ótima localização próximo à Rodovia Alexandre Balbo, 3 dormitórios sendo 1 com ar condicionado, sala, banheiro social, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita -(1 6) 9 9 7 3 3 - 0 3 5 0 / (1 6) 9 8 8 6 1 - 6 1 1 0 / ( 1 6 ) 9 9 7 0 4 - 5 0 9. ref. 140009 atualizado em 05/12.","Jardim Eugênio Mendes Lopes, Ribeirão Preto",,R$ 170.000
107 m²,2,1,1,"Casa com 2 dormitórios à venda, 107 m² por R$ 220 MIL - *Aceita proposta * - Parque Industrial Avelino Alves Palma *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso. -","Quintino Facci I, Ribeirão Preto",Rua Adelino Tamburus,R$ 220.000
80 m²,3,1,1,"Apartamento em ótima localização, 3 dormitórios, sala, banheiro social com gabinete e box blindex, cozinha com armários, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita (1 6) 9 8 8 6 1 6 1 1. ref. 137531 atualizado em 05/12.","Jardim Paulistano, Ribeirão Preto",,R$ 200.000
56 m²,2,2,1,"Apartamento novo em ótima localização, 2 dormitórios sendo 1 suíte, sala 2 ambientes, banheiro social, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 179675 atualizado em 05/12.","Chácaras Pedro Corrêa de Carvalho, Ribeirão Preto",,R$ 224.400
32 m²,1,1,1,"Kit em ótima localização, dormitório com sacada, copa, banheiro social com box blindex, cozinha com gabinete, área de serviços e 1 vaga de garagem. AGENDE SUA VISITA 1 6 9 9 7 6 4 4 6 8 9 OU 1 6 9 9 6 2 8 8 3 3. ref. 161102 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 150.000
48 m²,2,1,1,"Excelente apartamento com 2 dormitórios com ar condicionado e armários, sala, cozinha, banheiro social com box blindex, área de serviço e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 148502 atualizado em 05/12.","Condomínio Mirante Sul, Ribeirão Preto",,R$ 215.000
49 m²,1,2,1,"Apartamento em ótima localização, 1 suíte, sala, banheiro social com box blindex e gabinete , cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 170486 atualizado em 05/12.","Jardim Califórnia, Ribeirão Preto",,R$ 400.000
73 m²,2,1,1,"Apartamento em ótima localização próximo a Avenida Portugal, 2 dormitório com armários, hall com armários, banheiro social com blindex e gabinete, sala com sacada, cozinha planejada, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 127151 atualizado em 05/12.","Jardim América, Ribeirão Preto",,R$ 240.000
56 m²,2,2,1,"Apartamento novo em ótima localização, 2 dormitórios sendo 1 suíte, sala 2 ambientes, banheiro social, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 179639 atualizado em 05/12.","Chácaras Pedro Corrêa de Carvalho, Ribeirão Preto",,R$ 224.400
81 m²,3,2,1,"Apartamento padrão, Jardim Paulistano, (Zona Leste), em Ribeirão Preto/SP: - 3 dormitórios; - Sala para 2 ambientes; - Cozinha planejada; - Lavanderia; - Banheiro de serviço; - Sacada; - 1 vaga de garagem. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 207110 atualizado em 05/12.","Jardim Paulistano, Ribeirão Preto",,R$ 295.000
138 m²,4,3,2,"4 quartos com armários embutidos e ar condicionado, sendo 1 suíte + 1 reversível, banheiro social, sala para 2 ambientes, sacada, lavabo, cozinha e lavanderia planejadas, banheiro de empregada, 2 vagas de. ref. 53672 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 950.000
45 m²,2,2,2,"Excelente Localização, Prpoximo a Unip, 2 Dormitórios Sendo 1 suíte, Completo de Armários, Box Blindex, Espelhos, Sacada, 2 Vagas de Garagens. Prédio Portaria 24 horas e Lazer. Agende sua. ref. 1374 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 280.000
79 m²,3,3,1,"Excelente Localização, Próximo ao Estádio do Comercial, TÉRREO, 2 Dormitórios, 1 Suíte, Banheiro Social, Banheiro Externo, Quintal, Escritório, Área de Serviço, Ampla Sala, Armários, Sem Portaria. Obs... Escritório pode reverter em dormitório e virar terceiro. ref. 7493 atualizado em 05/12.","Jardim Paulistano, Ribeirão Preto",,R$ 270.000
37 m²,1,1,1,"Excelente Localização,Próximo ao Novo Shopping, Fórum, Flat Mobiliado com Armários, Painel de TV Giratório pra 2 Ambientes ( Sala e Dormitório ), Sofá, Puff, Refrigerador, Microondas, Fogão e Forno Elétricos, Depurador, Cafeteira, Talheres, Panelas, Pratos, Copos, Tv Led 42"", Ar Condicionado, Cama de Casal Queen, Lavadora de Rupas, Iluminação em Led, Pendente, Box Blindex, Chuveiro,Espelhos,Cabeceira de Cama, Criado Mudo, Cortinas, Mesa, 2 Cadeiras, Área de Lazer Completa com Piscina, Salão de Festas, Área de Churrasco com Chopeira, Academia, Brinquedoteca, Sauna, Lavanderia, Portaria 24. ref. 3090 atualizado em 05/12.","Ribeirânia, Ribeirão Preto",,R$ 300.000
155 m²,3,3,4,"61209 Casa no Condomínio Terras de Santa Martha. 03 dormitórios, sendo 01 suíte. Sala ampla 02 ambientes com pé direito alto. Cozinha ampla com balcão, área de serviço. Espaço gourmet amplo e coberto, quintal e corredor lateral. Vaga de garagem para 04 veículos, sendo 02 vagas cobertas. Fino acabamento com piso em porcelanato e pedras de mármore São Gabriel. Área Total: 250m².Área Construída: 155m². Código do Imóvel: 6518. Estamos localizados na Av. Wladimir Meirelles Ferreira 1660, sala 1601. Edifício W. Offices, Jardim Botânico.","Loteamento Santa Marta, Ribeirão Preto",Rua José de Fátima Souza,R$ 790.000
138 m²,4,3,1,"Apartamento para venda : Ótima localização Região Central Área: 138.50m² Valor: R$:500.000,00 Cond.: R$: 950,00 IPTU: R$: 117,77= Mensal Dormitórios:3 sendo 1 suíte Quarto de empregada com suíte Sala ampla Cozinha: com armários Sacada Lavanderia :com armários Banheiro social:1 Com armários nos lavatórios Total de banheiros 3 Elevadores:2 Garagem:1 (demarcada) Portaria 24 horas Observação: todos os quartos possui ventilador piso Quarto e sala Ardósia Cozinha piso frio 2 entradas social / serviço Rico em armários Possui área gourmet Fale conosco: -","Vila Seixas, Ribeirão Preto",Rua Prudente de Morais,R$ 500.000
205 m²,4,1,3,"Apartamento com 204,84 m², próximo ao Shopping Santa Ursúla, sendo 01 apartamento por andar. Contem 04 dormitórios, sendo 03 suítes com armário embutido/closet, wc social com gabinete e espelho, sala 02 ambientes, para jantar e sala de estar/ televisão, varanda gourmet com churrasqueira, copa, cozinha planejada, área de serviço modulada, dependências de empregada, garagem 03 vagas cobertas; Condomínio com salão de festa, piscina, 02 elevadores e portaria 24 horas. Trabalhamos com as Garantias Locatícias: CredPago (Cartão de Crédito), Seguro Fiança, Fiador, Título de Capitalização. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra, sem qualquer custo. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Centro, Ribeirão Preto",,R$ 545.000
57 m²,2,1,1,- Apartamento Jardim Antártica a 5 minutos da USP - 2 Dormitórios com Ventilador de Teto sendo 1 com Armários. - Sala Dois Ambientes - Cozinha com Armários - Área de Serviços - Banheiro Social com Box - 1 Vaga Coberta Condomínio com: - Portão Eletrônico - Sistema de Monitoramento - Abertura Área Social com TAG -. ref. 10011 atualizado em 05/12.,"Jardim Antártica, Ribeirão Preto",,R$ 180.000
49 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios com armários sendo 1 com ventilador de teto, sala com ventilador de teto, banheiro social com gabinete e box blindex, cozinha planejada, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita ( 1 6 ) 9 8 8 6 1 - 6 1 1 0 / ( 1 6 ) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 5 5 - 7 7 0 2 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 145682 atualizado em 05/12.","Jardim Macedo, Ribeirão Preto",,R$ 181.000
48 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios com armários sendo 1 com ar condicionado, sala com ventilador de teto, ar condicionado e iluminação, banheiro social com gabinete e box blindex, cozinha planejada, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 8 8 6 1 - 6 1 1 0 / (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 5 5 - 7 7 0 2 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9 0. ref. 151826 atualizado em 05/12.","Condomínio Mirante Sul, Ribeirão Preto",,R$ 250.000
65 m²,2,2,1,"Apartamento em ótima localização, 2 dormitórios sendo 1 suíte, sala, sacada, banheiro social, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 184889 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 350.000
4683 m²,1,1,1,"Apartamento em ótima localização, 1 dormitório com armários sala com sacada, cozinha com gabinete, banheiro social com box e gabinete, área de serviços e 1 vaga de garagem. * VALOR DO CONDOMÍNIO INCLUSO ÁGUA E GÁS Mais informações ou agendar visita ( 1 6 ) 9 8 8 6 1 - 6 1 1. ref. 79244 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 173.000
38 m²,1,1,1,"Ótima localização, Apartamento 1 Dormitório Suíte, Sala 2 Ambientes, Cozinha Toda Planejada, Área De Serviços, Uma Vaga De Garagem, Rico Em Armários, Ar Condicionado, Iluminação, Box Blindex, Próximo Ao Parque. ref. 8754 atualizado em 05/12.","Jardim Irajá, Ribeirão Preto",,R$ 215.000
111 m²,3,3,2,"Excelente Localização, Apartamento Novo em Bonfim Paulista, 3 Dormitórios, 2 Suítes, Sendo1 Closet, Lavabo, 2 Vagas de Garagem, Despensa, Armários, Ar Condicionado, Iluminação, Box Blindex, Espelhos, Chuveiros, Acabamentoem Porcelanato, Lazer Completo, Portaria 24. ref. 9059 atualizado em 05/12.","Bonfim Paulista, Ribeirão Preto",,R$ 590.000
43 m²,2,1,1,"Ótimo apartamento em excelente localização, 2 dormitórios, sala, cozinha, 1 banheiro social, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 181460 atualizado em 05/12.","Jardim Ouro Branco, Ribeirão Preto",,R$ 170.000
39 m²,2,1,1,"Apartamento térreo em ótima localização, 2 dormitórios, sala, banheiro social com gabinete e box blindex, cozinha com gabinete, área de serviços e 1 vaga de garagem, Mais informações ou agendar visita - (1 6) 9 8 8 6 1 - 6 1 1 0 / (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 7 5 5 - 7 7 0 2 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 152762 atualizado em 05/12.","Residencial das Américas, Ribeirão Preto",,R$ 110.000
44 m²,2,1,1,"Apartamento térreo, com 43,75 m², próximo a Av. Luzitana, 02 dormitórios, wc social, sala, cozinha, área de serviço, 01 vaga de garagem coberta. Condomínio com salão de festas, área de churrasco, quadra poliesportiva, playground, portão eletrônico, interfone e portaria 24 horas. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. -","Parque Ribeirão Preto, Ribeirão Preto",,R$ 120.000
69 m²,2,1,1,"Apto térreo com 69,39 m² , ótima localização, próximo Av. Brasil, piso frio e pintura conservada, 02 dormitórios, sendo 01 suíte com armários embutidos, ventilador de teto e ar condicionado, wc social com gabinete e espelho, sala ampla, 02 ambientes, cozinha planejada, área de serviço, quintal, 01 vaga de garagem descoberta. Documentação Ok, aceita financiamento e estuda proposta em permuta. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra, sem qualquer custo. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Vila Elisa, Ribeirão Preto",,R$ 250.000
200 m²,3,2,2,"Linda casa térrea Greennvile, são 03 dormitórios sendo 1 suíte com armários, escritório com armários, sala dois ambientes com jardim de inverno, cozinha planejada, banheiro social com box blindex, área de serviço coberta com armários, Área de churrasco completa e 02 vagas de garagem coberta. * AGENDE UMA VISITA ( 1 6 ) 9 9 7 9 2 - 0 9 9 3 / ( 1 6 )9 9 7 9 4-5 0 9 0. ref. 177995 atualizado em 05/12.","Residencial Greenville, Ribeirão Preto",,R$ 600.000
296 m²,4,6,4,"4 suítes, sendo 1 master, sala 3 ambientes, home, lavabo, varanda gourmet, cozinha, lavanderia, despensa, wc de serviço, 4 vagas de. ref. 172001 atualizado em 05/12.","Residencial Morro do Ipê, Ribeirão Preto",,R$ 2.000.000
2106 m²,,,,"Lote condomínio  Jardim Canadá  Venda  2.000 m² Lote residencial com 2.106 m² de área total Em ilha Esquina Topografia com leve declive Face sombra Que tal agendar uma visita hoje mesmo para conhecer este exclusivo imóvel? Também temos imóveis no Condomínio Alphaville, San Marco, Colina do Sabiá, Reserva Santa Luísa, Royal Park, Quinta dos Ventos, Buona Vita Ribeirão, Terras de Siena, Terras de Florença dentre outros da cidade de Ribeirão Preto. Seja para vender, alugar ou comprar um novo imóvel procure a JFC Imobiliária, especialista em imóveis na zona sul de Ribeirão Preto. Temos o compromisso em encontrar o imóvel que você deseja. Condomínio e IPTU sujeitos à alteração. As informações contidas neste anúncio foram informadas pelo proprietário(a) do imóvel e possuem seus direitos reservados.","Jardim Canadá, Ribeirão Preto",Rua Mariano Casadio,R$ 1.700.000
62 m²,2,1,2,"Excelente Localização, Dois Dormitórios, Estacionamento Vallet. Sistema Pool . Academia, Barzinho, Piscina, Restaurante, Lan House. Agende sua visita. ref. 1948 atualizado em 05/12.","Jardim Califórnia, Ribeirão Preto",,R$ 350.000
156 m²,3,4,3,"apto completo sendo otima localização andar baixo ,sombra , proprietário estuda propostas Excelente apartamento com ótima localização, - 3 Dormitórios - 3 Suítes - Ar condicionado - Elevador - Portão Eletrônico - Piscina - Escritório - Sacada - Próximo á Avenida Prof. João Fíusa, Drogasil, Colégio Santa Úrsula, Pão de Açúcar e Fiuza Center -","Jardim Irajá, Ribeirão Preto",Rua Chile,R$ 780.000
